time U B V R I J H K
9.913450e-02 1.174026 -0.122948 -2.137044 -3.544751 -4.950761 -6.404225 -7.394909 -8.058181
1.019920e-01 1.439687 0.099358 -1.955353 -3.396386 -4.827197 -6.322744 -7.322407 -7.990681
1.029560e-01 1.532853 0.178351 -1.890602 -3.342778 -4.782684 -6.294504 -7.295644 -7.967702
1.048840e-01 1.726640 0.341493 -1.756226 -3.231588 -4.688685 -6.233027 -7.243142 -7.919723
1.087820e-01 2.139998 0.699002 -1.456774 -2.980827 -4.474754 -6.091862 -7.122850 -7.813770
1.098280e-01 2.254593 0.798020 -1.372228 -2.908535 -4.411803 -6.050406 -7.088592 -7.785794
1.121740e-01 2.498066 1.015079 -1.185600 -2.748140 -4.271912 -5.953952 -7.010070 -7.719846
1.128820e-01 2.582631 1.090042 -1.120108 -2.691438 -4.222465 -5.922503 -6.985813 -7.699374
1.142980e-01 2.759087 1.244977 -0.987578 -2.578085 -4.123587 -5.856057 -6.931555 -7.653902
1.171300e-01 3.131344 1.575295 -0.700523 -2.333738 -3.910899 -5.714256 -6.817792 -7.564523
1.227920e-01 4.012259 2.354696 -0.029798 -1.761225 -3.412057 -5.387580 -6.564591 -7.365807
1.243800e-01 4.276849 2.592504 0.177626 -1.583179 -3.256507 -5.286604 -6.486880 -7.307386
1.275560e-01 4.835875 3.102738 0.623245 -1.202895 -2.923750 -5.072920 -6.327263 -7.186695
1.287080e-01 5.181155 3.440064 0.932559 -0.945367 -2.707137 -4.957313 -6.255364 -7.137838
1.310120e-01 5.602030 3.836694 1.282151 -0.646868 -2.445854 -4.790163 -6.130058 -7.045596
1.315720e-01 5.702814 3.931035 1.367163 -0.573133 -2.380742 -4.750684 -6.100842 -7.022650
1.326900e-01 5.900217 4.120955 1.538612 -0.426776 -2.253924 -4.668066 -6.038210 -6.976760
1.349270e-01 6.292384 4.501770 1.880120 -0.134889 -1.997026 -4.506023 -5.917179 -6.884991
1.380590e-01 6.827689 5.027852 2.357407 0.273264 -1.637795 -4.276496 -5.747787 -6.757363
1.381140e-01 6.835191 5.035353 2.364781 0.279609 -1.631968 -4.273996 -5.745287 -6.754861
1.420740e-01 7.298862 5.502494 2.810656 0.684244 -1.261252 -4.015223 -5.545092 -6.599763
1.429040e-01 7.405324 5.609754 2.913039 0.776975 -1.176314 -3.958362 -5.500908 -6.566402
1.445630e-01 7.606633 5.814331 3.110219 0.954861 -1.013969 -3.845283 -5.414195 -6.497619
1.479310e-01 7.978399 6.194256 3.477080 1.291114 -0.702578 -3.627911 -5.244990 -6.367997
1.514770e-01 8.359278 6.592385 3.863867 1.644268 -0.375486 -3.396914 -5.067508 -6.230480
1.560660e-01 8.996895 7.291157 4.538359 2.248480 0.174162 -3.035625 -4.797686 -6.026748
1.561200e-01 9.003232 7.298657 4.545858 2.254723 0.179158 -3.032544 -4.795185 -6.023844
1.585670e-01 9.252401 7.607733 4.852680 2.537711 0.440197 -2.851028 -4.657842 -5.919306
1.626810e-01 9.520344 8.057016 5.306844 2.963484 0.840129 -2.567315 -4.438168 -5.751481
1.668920e-01 9.645624 8.502508 5.769714 3.402773 1.254945 -2.273177 -4.211990 -5.578303
1.711900e-01 9.590748 8.936363 6.238933 3.851423 1.679640 -1.971144 -3.980040 -5.400174
1.733620e-01 9.550944 9.217218 6.555741 4.151556 1.960314 -1.781904 -3.841377 -5.296128
1.777100e-01 9.357221 9.758787 7.226784 4.791693 2.559618 -1.391560 -3.555818 -5.084437
1.822760e-01 8.276216 9.738603 7.855104 5.490952 3.261208 -0.884641 -3.192136 -4.831000
1.864730e-01 7.862271 9.804204 8.297222 5.938353 3.699583 -0.539836 -2.909814 -4.593822
1.912420e-01 7.355496 9.656802 8.780561 6.443060 4.196097 -0.148715 -2.590515 -4.333102
1.961830e-01 6.812676 9.303048 9.255261 6.967041 4.716249 0.256792 -2.266388 -4.074589
2.032070e-01 6.172339 8.768351 10.176762 8.150230 5.886107 1.048874 -1.681271 -3.634937
2.032500e-01 6.168130 8.764249 10.181299 8.156580 5.893607 1.053877 -1.677305 -3.632437
2.081320e-01 5.697513 8.288611 10.436562 8.768135 6.519926 1.494643 -1.344426 -3.378489
2.114220e-01 5.396553 7.974959 10.494094 9.181889 6.957450 1.802349 -1.110040 -3.203081
2.191310e-01 4.654307 7.173312 10.144094 9.920916 7.860582 2.476988 -0.591382 -2.807121
2.241870e-01 4.231968 6.715599 9.797664 10.407848 8.685521 3.042595 -0.177288 -2.504777
2.298440e-01 3.751662 6.189213 9.285510 10.623167 9.787422 3.746899 0.310369 -2.153938
2.298450e-01 3.751662 6.189213 9.285510 10.623167 9.787422 3.746899 0.310369 -2.153938
2.298450e-01 3.946755 6.284884 8.857946 10.102525 9.579848 4.012946 0.519665 -1.977514
2.298480e-01 3.951037 6.289765 8.862025 10.105360 9.584849 4.017947 0.524667 -1.972516
